X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	Class	Distribution	Fitness
0	2	2	2	2	1	0	1	0	1	0	0	0.028200551026380194
0	0	2	2	0	0	0	2	1	0	1	1	0.028397406085772126
2	2	2	0	1	2	2	1	0	0	0	0	0.032566787291691934
2	1	1	0	1	0	2	1	1	1	1	1	0.032566787291691934
1	2	0	1	2	2	2	0	1	2	1	1	0.03511725742608551
0	0	2	2	2	1	2	0	1	0	1	1	0.040015618814678855
1	0	0	0	0	2	2	0	2	0	1	1	0.040015618814678855
2	0	2	1	0	2	0	1	0	1	1	1	0.040015618814678855
1	2	0	0	1	0	0	1	0	1	1	1	0.040015618814678855
1	2	0	0	2	0	1	0	1	1	1	1	0.040015618814678855
2	2	1	2	2	0	0	0	0	2	1	1	0.040015618814678855
0	0	2	2	1	1	1	1	0	2	1	1	0.040015618814678855
1	0	2	0	2	2	2	0	0	2	1	1	0.040015618814678855
0	0	1	1	1	1	0	2	2	1	0	0	0.040015618814678855
0	1	2	0	2	2	2	1	1	2	1	1	0.040015618814678855
1	0	0	2	0	2	2	2	1	2	0	0	0.05435443700744291
0	0	0	2	2	1	1	1	1	2	0	0	0.05435443700744291
2	1	0	2	2	1	0	0	2	1	1	1	0.05435443700744291
2	1	0	1	0	0	2	2	1	1	0	0	0.05435443700744291
1	1	2	2	1	1	0	1	2	0	1	1	0.05435443700744291
1	2	0	1	0	1	0	1	0	1	1	1	0.05435443700744291
2	2	1	2	2	0	0	0	2	2	1	1	0.05435443700744291
2	0	1	0	2	0	1	0	0	1	0	0	0.05435443700744291
0	2	2	1	1	1	2	0	1	1	1	1	0.05435443700744291
1	1	0	2	0	1	0	0	1	0	1	1	0.05435443700744291
2	1	0	0	2	0	0	2	2	1	1	1	0.05435443700744291
2	1	0	2	0	2	0	2	2	1	1	1	0.05435443700744291
1	2	0	1	2	2	2	2	1	2	1	1	0.05435443700744291
2	0	1	2	2	2	0	2	0	2	0	0	0.05435443700744291
2	2	2	2	1	0	1	0	2	1	1	1	0.05435443700744291
2	2	0	1	2	2	2	1	1	0	1	1	0.05435443700744291
1	1	2	2	0	2	0	0	1	0	1	1	0.05435443700744291
1	2	2	0	2	1	2	1	0	0	1	1	0.05435443700744291
1	1	0	2	0	2	2	1	0	1	1	1	0.05435443700744291
2	0	2	1	2	2	0	2	1	1	1	1	0.05435443700744291
1	1	2	1	2	0	1	1	1	1	0	0	0.05435443700744291
0	0	0	1	2	1	0	2	2	1	0	0	0.05435443700744291
1	2	1	2	2	1	2	2	1	2	1	1	0.05435443700744291
2	1	2	0	2	0	1	0	2	2	1	1	0.05435443700744291
1	0	2	2	1	2	2	0	0	0	1	1	0.05435443700744291
