X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	Class	Distribution	Fitness
2	2	2	0	2	0	1	2	1	2	0	0	0.2724381839763115
0	0	2	0	0	0	1	2	0	2	0	0	0.2724381839763115
1	1	0	2	1	1	1	0	2	0	1	1	0.329151485899009
0	0	2	0	1	2	0	2	1	1	0	0	0.361568564357308
0	2	1	1	2	0	0	1	1	0	1	1	0.361568564357308
0	2	2	0	2	2	2	1	1	2	0	0	0.38993392507356395
1	2	2	2	1	1	1	0	0	1	0	0	0.38993392507356395
1	0	1	0	1	2	0	2	2	1	0	0	0.38993392507356395
1	2	1	2	2	1	2	0	1	2	1	1	0.39714483706727455
1	1	1	0	2	2	2	0	2	1	0	0	0.39714483706727455
0	0	2	0	1	0	2	0	1	2	1	1	0.41097168001090933
0	0	1	1	0	2	2	1	2	0	1	1	0.42228541117405016
0	1	2	1	1	1	0	2	2	0	1	1	0.42228541117405016
1	2	2	2	1	1	0	0	1	2	1	1	0.42228541117405016
2	2	1	0	0	2	1	1	1	0	1	1	0.42228541117405016
0	0	1	1	0	1	2	2	0	1	0	0	0.42228541117405016
1	0	1	1	2	0	1	2	2	0	1	1	0.42228541117405016
2	1	2	0	0	2	1	2	2	1	1	1	0.446398126400421
2	0	0	0	1	2	2	0	1	2	1	1	0.446398126400421
1	2	2	2	2	1	0	0	2	1	1	1	0.446398126400421
1	0	1	0	1	1	0	1	2	0	1	1	0.446398126400421
0	0	0	1	1	0	2	2	1	0	1	1	0.446398126400421
2	2	2	1	2	2	2	0	0	1	1	1	0.446398126400421
0	0	1	1	2	0	1	2	0	2	1	1	0.446398126400421
2	1	0	2	0	2	0	1	1	0	0	0	0.4466930999348696
0	2	2	2	1	2	0	2	1	2	1	1	0.4466930999348696
2	0	0	2	2	2	0	2	1	2	0	0	0.4466930999348696
1	2	1	1	2	2	1	0	0	0	1	1	0.4466930999348696
2	0	1	2	2	1	1	2	2	0	1	1	0.4466930999348696
0	2	0	1	2	1	1	1	1	0	0	0	0.4466930999348696
2	1	2	2	0	0	1	1	2	0	0	0	0.4466930999348696
2	1	0	0	1	1	0	0	2	0	1	1	0.4466930999348696
