X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	Class	Distribution	Fitness
1	2	0	0	0	1	1	1	0	1	1	1.0	0.34319654808541156
2	1	0	2	2	2	1	0	1	1	0	0.0	0.3556943434142099
1	0	0	0	0	2	0	1	1	1	1	1.0	0.3556943434142099
0	1	2	2	0	2	0	2	2	2	1	1.0	0.36794183138282643
0	1	1	0	1	1	0	0	0	0	1	1.0	0.36794183138282643
1	1	1	2	2	1	0	0	2	0	1	1.0	0.37783563716963486
1	0	2	1	0	2	2	1	2	1	1	1.0	0.38595575070466803
2	1	2	2	0	0	0	0	1	1	0	0.0	0.39232878237998603
2	2	0	2	0	1	1	1	0	1	1	1.0	0.40600503514275954
0	1	0	0	1	1	1	0	0	0	1	1.0	0.40600503514275954
1	1	2	1	0	2	1	0	0	0	0	0.0	0.40600503514275954
2	0	0	1	1	2	0	0	2	1	0	0.0	0.40600503514275954
1	2	2	1	1	0	2	0	1	2	0	0.0	0.40600503514275954
2	0	2	1	1	1	1	2	2	1	0	0.0	0.40600503514275954
1	0	0	1	1	0	2	0	1	0	0	0.0	0.40600503514275954
0	2	1	1	0	0	1	1	2	2	1	1.0	0.40600503514275954
1	1	2	1	1	1	1	1	2	0	1	1.0	0.40600503514275954
1	0	0	0	1	1	0	0	2	0	1	1.0	0.4068844279863202
0	1	0	1	0	1	1	0	0	1	0	0.0	0.4068844279863202
2	2	0	1	1	0	1	1	0	2	1	1.0	0.4068844279863202
2	0	0	1	0	2	1	2	0	1	0	0.0	0.4068844279863202
0	0	1	0	2	2	0	1	2	0	0	0.0	0.4068844279863202
2	0	0	1	1	2	1	2	0	0	0	0.0	0.4068844279863202
2	2	0	1	0	2	0	1	2	2	1	1.0	0.4068844279863202
0	1	2	2	0	2	2	1	0	1	1	1.0	0.4084619165147322
2	1	0	0	2	1	1	2	0	2	1	1.0	0.4084619165147322
0	2	0	1	2	2	0	2	2	0	0	0.0	0.4128252168247102
1	2	2	1	1	2	1	0	2	0	0	0.0	0.4128252168247102
1	2	2	2	2	2	2	1	0	0	0	0.0	0.4138701760169644
1	1	2	0	1	0	1	0	0	0	1	1.0	0.4138701760169644
0	2	2	1	0	2	2	1	1	1	1	1.0	0.4138701760169644
2	2	0	1	1	1	1	0	1	0	0	0.0	0.4138701760169644
0	0	2	0	1	0	0	1	0	2	0	0.0	0.4138701760169644
2	0	0	2	0	0	2	2	0	1	0	0.0	0.4138701760169644
2	1	0	0	0	0	0	1	0	2	0	0.0	0.4138701760169644
0	1	1	0	2	1	0	0	1	0	1	1.0	0.4138701760169644
1	0	2	2	2	2	1	1	0	2	0	0.0	0.4138701760169644
1	2	0	1	2	2	0	0	2	2	0	0.0	0.4138701760169644
0	2	2	1	2	2	2	2	0	0	0	0.0	0.41524713748520614
2	0	0	1	0	2	1	0	1	0	0	0.0	0.41524713748520614
2	2	1	0	0	2	1	2	2	0	1	1.0	0.41524713748520614
0	0	0	2	0	1	1	2	2	2	1	1.0	0.41524713748520614
1	2	0	2	1	1	0	2	1	0	1	1.0	0.41524713748520614
0	2	0	2	2	0	2	1	1	2	0	0.0	0.41524713748520614
2	2	2	1	0	2	0	1	2	0	1	1.0	0.41524713748520614
1	2	1	0	1	0	1	2	0	2	1	1.0	0.41524713748520614
1	1	1	0	2	0	2	1	1	0	0	0.0	0.41524713748520614
2	0	1	1	2	2	1	1	0	0	1	1.0	0.41524713748520614
2	0	0	2	1	1	2	2	1	2	1	1.0	0.41524713748520614
1	0	1	0	1	2	2	2	2	2	1	1.0	0.41524713748520614
2	2	1	1	2	2	1	1	0	0	1	1.0	0.42489970242189745
0	0	2	1	1	1	0	1	1	1	1	1.0	0.42489970242189745
2	2	2	2	1	1	2	2	1	2	1	1.0	0.42489970242189745
2	0	1	0	2	1	0	0	2	1	0	0.0	0.42489970242189745
2	1	2	0	1	0	2	0	1	2	1	1.0	0.42489970242189745
0	0	0	2	1	0	0	2	2	2	1	1.0	0.42489970242189745
0	1	2	1	1	1	1	0	0	2	0	0.0	0.42489970242189745
1	1	1	1	0	1	1	1	2	0	1	1.0	0.42489970242189745
1	0	1	0	2	2	2	1	0	0	0	0.0	0.42489970242189745
1	0	2	2	2	0	2	1	2	1	1	1.0	0.42489970242189745
0	0	2	0	0	0	0	2	0	1	0	0.0	0.42489970242189745
2	0	2	1	2	0	1	1	0	0	1	1.0	0.42489970242189745
2	0	1	0	2	0	2	2	0	2	1	1.0	0.42489970242189745
1	1	1	0	1	1	0	1	2	2	0	0.0	0.42489970242189745
0	1	1	1	2	1	2	0	1	2	0	0.0	0.42489970242189745
0	0	0	0	0	2	2	0	1	1	0	0.0	0.42489970242189745
2	2	1	0	0	2	2	2	1	1	0	0.0	0.42489970242189745
1	2	2	0	0	0	2	1	1	1	1	1.0	0.42489970242189745
2	2	1	0	1	2	2	0	2	2	1	1.0	0.42489970242189745
0	0	1	2	0	1	2	0	1	1	0	0.0	0.42489970242189745
2	1	2	0	2	2	2	1	2	1	1	1.0	0.42489970242189745
1	2	1	0	1	0	1	1	2	1	1	1.0	0.42489970242189745
0	1	0	0	2	0	1	0	2	0	1	1.0	0.42489970242189745
2	0	1	0	2	1	2	0	2	0	1	1.0	0.42489970242189745
2	2	2	2	0	0	2	1	2	2	0	0.0	0.42489970242189745
1	1	1	1	2	1	1	1	1	1	1	1.0	0.42489970242189745
1	0	2	1	0	1	2	2	0	2	0	0.0	0.42489970242189745
1	0	2	0	2	1	1	2	0	0	1	1.0	0.4273738888566514
1	2	1	1	2	0	2	0	2	2	0	0.0	0.4273738888566514
0	0	0	1	0	1	1	2	1	2	0	0.0	0.4361154057797267
2	2	0	2	2	0	0	1	2	2	0	0.0	0.4361154057797267
0	0	1	2	1	0	2	2	2	1	0	0.0	0.4361154057797267
2	1	2	0	2	0	1	0	2	0	1	1.0	0.4361154057797267
2	2	0	0	1	0	2	1	1	2	0	0.0	0.4361154057797267
2	1	1	1	0	0	2	1	0	1	1	1.0	0.4361154057797267
0	0	1	0	0	0	2	0	2	1	0	0.0	0.43622571118332865
0	2	1	1	1	1	2	2	0	0	0	0.0	0.43622571118332865
1	2	0	2	2	1	0	0	0	0	1	1.0	0.443948560323359
2	1	2	1	1	2	0	2	1	2	0	0.0	0.443948560323359
2	2	2	1	2	2	1	1	2	1	1	1.0	0.443948560323359
1	2	0	0	1	2	1	1	1	1	1	1.0	0.443948560323359
2	2	0	2	1	2	0	1	1	2	0	0.0	0.443948560323359
1	2	2	2	2	0	2	1	0	1	1	1.0	0.443948560323359
0	0	0	2	0	2	0	2	0	0	1	1.0	0.443948560323359
1	2	1	1	0	1	0	0	1	0	0	0.0	0.443948560323359
2	0	1	2	1	0	2	1	1	2	0	0.0	0.443948560323359
0	1	1	1	0	1	1	0	2	1	0	0.0	0.443948560323359
0	2	0	0	2	1	1	2	1	0	1	1.0	0.443948560323359
1	2	1	1	2	2	0	2	1	0	0	0.0	0.443948560323359
0	2	0	2	0	1	2	1	1	0	0	0.0	0.443948560323359
0	1	0	2	2	1	2	2	0	0	1	1.0	0.443948560323359
2	0	0	0	0	1	1	0	0	1	0	0.0	0.443948560323359
2	1	1	0	2	0	2	1	2	2	0	0.0	0.443948560323359
2	2	0	1	2	1	2	1	1	2	1	1.0	0.443948560323359
2	0	1	1	1	1	1	0	2	0	0	0.0	0.443948560323359
2	1	1	1	2	1	0	2	2	0	0	0.0	0.443948560323359
2	2	0	2	1	2	2	0	0	0	1	1.0	0.443948560323359
2	1	0	0	0	1	1	1	2	0	0	0.0	0.443948560323359
1	1	0	1	1	2	0	2	2	2	0	0.0	0.443948560323359
2	0	0	1	0	2	2	0	0	0	0	0.0	0.443948560323359
