X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	Class	Distribution	Fitness
2	1	2	0	0	0	2	0	1	0	0	0	0.09253175679314052
1	0	0	1	1	2	0	1	1	2	1	1	0.09253175679314052
2	1	1	1	1	0	0	2	1	0	1	1	0.09253175679314052
0	2	2	0	2	1	2	1	1	2	1	1	0.09253175679314052
1	0	1	1	0	0	0	0	0	0	0	0	0.09253175679314052
0	2	1	0	2	2	0	2	0	1	1	1	0.10591908754670143
0	2	0	2	0	1	0	2	0	1	0	0	0.11211121235850707
2	0	2	0	0	2	2	2	2	2	1	1	0.12225785318778326
2	2	1	0	2	1	2	0	1	2	0	0	0.12225785318778326
0	0	0	0	1	0	2	0	2	2	1	1	0.14566818823658068
0	1	1	0	1	2	1	0	1	1	1	1	0.15921926019498112
1	1	2	1	2	1	0	0	2	0	0	0	0.17471256897230725
1	2	1	0	2	0	2	1	1	0	1	1	0.1812238567095752
2	2	2	2	0	2	1	1	1	2	0	0	0.1812238567095752
0	2	1	1	1	2	2	0	0	0	1	1	0.1844769243495218
1	2	2	0	2	1	2	1	1	2	1	1	0.1844769243495218
1	1	1	2	0	1	1	1	1	1	1	1	0.1844769243495218
0	0	2	0	2	0	0	1	0	1	1	1	0.1844769243495218
1	1	0	2	1	1	0	2	0	0	1	1	0.1844769243495218
0	1	1	0	0	2	1	2	0	0	1	1	0.18784569697318476
1	0	2	2	2	2	1	1	0	2	0	0	0.18784569697318476
0	2	0	0	0	0	2	0	1	0	0	0	0.20548014510664236
0	1	2	0	2	0	1	0	2	1	1	1	0.20548014510664236
0	2	1	1	1	2	2	0	2	2	1	1	0.20548014510664236
0	0	0	0	2	0	1	1	2	1	0	0	0.20548014510664236
0	0	1	2	2	1	1	2	1	2	0	0	0.20548014510664236
0	2	1	2	1	2	1	2	0	0	0	0	0.20548014510664236
1	1	1	1	2	2	0	2	2	0	1	1	0.20548014510664236
2	0	0	2	0	2	2	1	0	2	0	0	0.20548014510664236
0	2	0	0	1	2	1	1	1	2	1	1	0.20548014510664236
1	2	2	2	1	0	2	1	0	0	0	0	0.22156242244425217
2	0	2	2	2	1	1	2	2	0	1	0	0.22156242244425217
0	0	2	1	0	1	1	2	0	2	0	0	0.22169806493961497
2	1	1	1	2	2	1	1	0	0	1	0	0.22169806493961497
2	2	0	2	2	1	1	1	1	0	0	0	0.22169806493961497
0	1	2	0	2	1	0	2	2	1	1	1	0.23242713227567868
2	0	0	2	0	0	0	2	2	1	0	0	0.23242713227567868
1	1	0	2	1	1	0	1	0	2	1	1	0.24192901035526693
1	1	2	2	1	0	0	1	2	1	1	0	0.2523565566356478
1	2	2	1	1	1	2	2	1	1	1	1	0.2523565566356478
1	1	2	1	1	0	0	1	1	0	1	1	0.2523565566356478
0	1	0	0	1	0	2	2	0	0	1	1	0.2523565566356478
2	2	2	1	1	0	1	0	2	2	1	1	0.2523565566356478
2	0	2	1	2	2	0	0	0	0	0	0	0.2556078554345774
1	1	1	0	1	1	1	0	1	2	0	0	0.2556078554345774
2	2	1	0	1	2	2	2	2	0	1	1	0.2556078554345774
1	0	0	2	0	1	1	1	0	2	0	0	0.2556078554345774
2	2	0	1	0	2	0	2	0	0	1	1	0.2556078554345774
2	0	1	0	1	2	1	2	1	2	1	1	0.2556078554345774
0	0	2	2	2	1	2	1	2	1	1	1	0.2556078554345774
0	0	0	2	2	0	2	1	1	1	1	1	0.2556078554345774
1	2	2	2	0	0	0	2	2	2	1	1	0.2556078554345774
1	2	2	2	0	2	0	0	1	2	0	0	0.2556078554345774
2	1	2	1	0	0	1	2	1	0	0	0	0.2556078554345774
2	1	2	2	2	2	2	1	1	0	0	0	0.2556078554345774
1	1	2	1	2	0	0	2	0	0	1	1	0.2556078554345774
0	2	0	0	2	0	2	0	0	0	0	0	0.2556078554345774
0	1	2	1	2	2	0	1	2	2	1	1	0.2556078554345774
2	0	0	1	1	1	0	1	1	0	1	1	0.2556078554345774
2	1	0	0	2	1	1	1	2	0	1	1	0.2556078554345774
0	0	1	0	2	1	1	1	1	1	0	0	0.2556078554345774
2	2	2	1	0	1	1	1	2	1	1	1	0.2556078554345774
1	0	1	0	2	0	0	1	2	2	0	0	0.2556078554345774
0	2	0	1	0	1	1	1	1	0	0	0	0.2556078554345774
1	0	2	2	1	1	2	1	2	0	0	0	0.2613239162680244
0	1	0	1	1	1	0	1	2	2	1	1	0.2613239162680244
0	0	2	2	1	2	0	0	1	1	1	2	0.2613239162680244
2	0	0	0	1	1	1	0	2	0	0	0	0.2613239162680244
1	1	1	1	0	1	0	1	0	2	1	1	0.2613239162680244
0	0	2	2	0	1	0	0	0	0	1	1	0.2613239162680244
2	0	2	0	1	2	0	0	0	1	1	1	0.2613239162680244
2	0	2	2	2	1	0	1	2	1	0	0	0.2613239162680244
0	0	1	2	1	0	2	0	0	1	1	1	0.2613239162680244
0	0	2	2	0	2	1	2	1	2	0	0	0.2613239162680244
0	2	2	2	1	0	2	2	1	0	0	0	0.2613239162680244
2	1	1	1	0	0	2	1	2	0	0	0	0.2613239162680244
2	0	0	2	0	1	0	0	2	2	0	0	0.2613239162680244
2	2	2	0	1	1	2	2	0	2	1	1	0.2613239162680244
0	1	2	2	2	2	2	0	2	0	1	1	0.2619123875442996
0	0	0	1	1	1	0	2	1	1	0	0	0.2619123875442996
0	0	1	0	2	2	0	0	1	2	1	2	0.2619123875442996
1	0	1	0	0	1	1	0	2	1	1	1	0.2619123875442996
1	1	2	0	0	1	2	0	0	2	0	0	0.2619123875442996
0	2	1	2	2	0	0	0	2	2	0	0	0.2619123875442996
2	0	1	1	0	1	0	1	2	2	1	1	0.2619123875442996
2	0	2	2	0	0	2	2	1	0	0	0	0.2619123875442996
0	2	2	1	1	2	2	2	1	2	0	0	0.2619123875442996
0	1	2	1	2	1	2	0	2	0	1	1	0.2619123875442996
2	2	0	2	2	2	0	2	1	0	1	1	0.2619123875442996
1	1	2	0	2	1	1	0	0	0	0	0	0.2619123875442996
0	2	2	2	0	0	2	0	0	1	0	0	0.2619123875442996
0	0	0	2	1	1	0	0	2	2	1	1	0.26528093648133233
2	2	1	1	2	2	0	1	0	2	1	1	0.26528093648133233
0	2	2	1	0	2	1	2	1	1	1	1	0.26528093648133233
1	2	2	1	1	1	1	2	2	2	0	0	0.26528093648133233
0	1	2	1	2	2	1	1	0	1	1	1	0.26528093648133233
1	1	0	1	2	1	0	1	1	1	0	0	0.26528093648133233
0	0	2	1	0	2	2	1	0	0	0	0	0.27343420694297327
1	2	2	2	1	0	1	0	2	0	1	1	0.27343420694297327
2	1	1	2	2	0	1	0	2	0	1	1	0.27343420694297327
0	2	0	1	0	0	0	1	1	2	1	1	0.27343420694297327
1	2	0	2	1	2	0	1	1	2	1	1	0.27343420694297327
1	0	0	2	0	1	0	1	0	0	1	1	0.27343420694297327
0	2	1	1	2	1	2	1	2	1	1	1	0.27343420694297327
1	2	2	2	2	0	2	1	1	0	0	0	0.27343420694297327
2	2	1	2	0	2	0	1	1	2	1	1	0.27343420694297327
0	0	0	0	0	2	0	1	1	2	0	0	0.2774798140909417
2	1	1	1	0	1	2	0	2	0	1	1	0.2774798140909417
1	2	2	1	2	2	2	1	2	0	0	0	0.2774798140909417
0	2	0	2	2	0	0	1	2	1	0	0	0.2774798140909417
2	0	1	0	1	1	2	0	0	0	0	0	0.2774798140909417
1	2	0	1	0	1	1	2	1	0	0	0	0.2774798140909417
2	1	1	1	1	1	0	2	0	1	0	0	0.2774798140909417
1	2	2	1	2	0	2	1	0	2	0	0	0.2774798140909417
0	2	0	2	0	1	0	1	2	1	0	0	0.2774798140909417
