X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	Class	Distribution	Fitness
0	2	0	2	2	0	2	2	2	2	1	1.0	0.351125882431484
1	0	1	2	1	0	2	1	1	2	0	-1.0	0.351125882431484
1	0	0	2	0	0	2	1	0	0	0	-2.0	0.351125882431484
0	1	2	1	1	0	2	0	1	2	0	0.0	0.351125882431484
2	0	2	0	1	0	2	0	2	1	1	1.0	0.351125882431484
2	2	0	0	2	2	0	1	1	0	0	0.0	0.3944080415676795
1	0	1	1	2	1	2	2	1	2	0	-2.0	0.3944080415676795
1	2	2	0	0	1	1	2	2	2	1	1.0	0.3944080415676795
2	0	0	0	1	0	0	1	2	0	0	-1.0	0.3944080415676795
0	2	1	0	2	1	1	1	0	1	0	-1.0	0.3944080415676795
2	2	0	2	2	2	1	2	2	1	1	1.0	0.3944080415676795
0	2	0	1	1	0	2	1	0	0	1	1.0	0.3944080415676795
0	0	0	0	2	2	2	0	0	0	1	1.0	0.3944080415676795
0	2	2	1	2	0	0	1	1	1	1	1.0	0.3944080415676795
0	0	0	2	0	1	0	1	1	2	0	-1.0	0.3944080415676795
2	2	1	1	0	1	2	0	1	2	0	0.0	0.39682170067198186
1	2	1	0	1	2	2	0	0	0	1	1.0	0.39682170067198186
2	0	2	0	2	1	1	2	2	0	1	1.0	0.39682170067198186
0	1	1	0	2	1	0	0	1	0	0	0.0	0.39956405273038215
1	1	0	0	0	0	2	1	1	2	1	1.0	0.41518853824077606
2	2	1	1	1	1	1	0	1	1	0	-1.0	0.41518853824077606
1	0	1	0	1	2	0	2	1	2	1	1.0	0.41518853824077606
1	1	2	1	0	0	1	0	1	1	0	-1.0	0.41518853824077606
0	1	2	0	0	0	0	2	1	2	0	-2.0	0.43451049022005744
1	2	0	1	2	0	0	2	1	0	0	-2.0	0.4430816558870101
2	1	1	2	0	0	1	2	2	2	0	-3.0	0.4430816558870101
1	0	2	1	0	0	0	0	0	0	1	0.0	0.4430816558870101
0	1	0	0	2	2	2	2	2	1	0	-1.0	0.4430816558870101
2	2	1	0	2	1	1	0	0	2	1	1.0	0.4430816558870101
1	1	1	0	0	1	2	1	0	1	1	1.0	0.4430816558870101
2	0	0	0	0	0	2	0	2	0	1	1.0	0.4430816558870101
0	1	2	0	2	2	0	2	2	1	0	-1.0	0.4430816558870101
2	0	2	1	0	0	2	1	2	1	1	1.0	0.44367588546357906
0	1	1	1	0	1	2	2	1	2	0	-2.0	0.44367588546357906
0	1	2	2	2	1	0	1	0	1	1	1.0	0.44367588546357906
0	2	2	0	1	2	0	0	2	1	1	1.0	0.44367588546357906
1	1	0	2	2	2	0	1	2	1	1	1.0	0.44367588546357906
2	1	1	2	2	0	2	1	1	0	1	1.0	0.44950371198648054
0	0	1	1	0	0	2	2	1	2	0	-2.0	0.45376760846079145
1	1	2	1	2	0	2	0	1	0	0	0.0	0.45376760846079145
0	1	0	1	1	2	2	2	0	2	0	-2.0	0.45376760846079145
0	2	2	1	2	1	1	0	0	0	0	-1.0	0.45376760846079145
2	1	2	0	2	2	1	1	0	1	1	1.0	0.45376760846079145
1	2	2	2	0	2	2	0	1	2	1	1.0	0.45376760846079145
0	2	1	0	1	1	2	2	0	2	1	1.0	0.45376760846079145
1	0	1	2	2	0	1	0	1	1	1	1.0	0.45376760846079145
2	2	1	1	1	0	2	1	1	0	1	1.0	0.45376760846079145
2	1	2	1	0	2	2	2	0	0	0	-2.0	0.45376760846079145
1	0	0	1	1	1	2	0	2	0	0	-1.0	0.47293709645431703
0	2	0	2	0	0	0	0	0	1	1	1.0	0.47293709645431703
0	0	0	2	1	2	0	2	1	1	1	1.0	0.47293709645431703
0	1	1	2	2	0	0	2	2	1	0	-2.0	0.47293709645431703
1	2	2	0	1	1	1	1	1	2	0	-3.0	0.47293709645431703
0	1	1	1	2	1	1	1	2	0	1	1.0	0.47293709645431703
0	2	0	0	1	2	2	0	2	2	1	1.0	0.47293709645431703
0	2	0	1	0	1	2	0	2	1	0	-2.0	0.47293709645431703
