X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	Class	Distribution	Fitness
0	2	0	1	1	0	1	1	0	1	0	0	0.03323355659164573
0	0	0	1	2	2	1	0	0	2	1	1	0.03323355659164573
2	1	0	2	2	0	2	0	1	2	1	1	0.03703313086146842
0	1	1	2	2	2	1	1	0	0	0	0	0.03703313086146842
0	0	2	1	2	0	0	0	0	1	1	1	0.03703313086146842
0	2	1	2	1	2	1	1	2	1	1	1	0.03703313086146842
0	1	0	0	2	2	1	1	2	2	1	1	0.04466745742694522
2	2	1	0	0	1	0	1	1	0	1	1	0.04466745742694522
0	0	2	1	1	2	2	1	2	2	1	1	0.04466745742694522
1	1	0	1	2	1	2	0	2	0	1	1	0.04466745742694522
1	0	1	1	1	1	2	0	0	1	1	1	0.04466745742694522
2	0	1	2	1	1	2	1	1	0	1	1	0.04466745742694522
1	0	1	0	2	2	1	2	0	0	1	1	0.04466745742694522
2	0	0	1	0	0	2	1	0	0	1	1	0.04466745742694522
2	0	0	2	0	1	0	2	1	0	1	1	0.04466745742694522
1	0	0	0	1	0	2	1	0	2	0	0	0.04846843392587252
0	1	2	1	1	2	1	0	0	0	0	0	0.04846843392587252
2	2	1	2	0	0	2	2	0	1	0	0	0.04846843392587252
1	1	1	0	1	2	2	0	2	0	1	1	0.04846843392587252
2	0	1	1	0	2	1	1	0	2	1	1	0.04846843392587252
1	1	2	2	1	2	1	1	1	0	1	1	0.04846843392587252
1	1	1	0	2	0	0	2	0	0	0	0	0.04846843392587252
2	1	2	0	1	1	0	0	1	0	0	0	0.04846843392587252
2	2	0	2	0	1	0	1	1	2	0	0	0.049248241437240825
2	2	0	1	1	2	0	2	2	0	1	1	0.049248241437240825
2	1	1	1	2	2	0	1	1	0	0	0	0.049248241437240825
0	2	0	2	0	0	0	1	2	0	1	1	0.049248241437240825
1	1	0	2	1	0	2	0	0	2	0	0	0.049248241437240825
1	2	1	1	0	2	2	2	0	2	1	1	0.049248241437240825
0	1	0	0	0	1	1	1	2	1	0	0	0.049248241437240825
0	2	2	0	2	2	2	2	0	1	0	0	0.049248241437240825
2	0	2	2	1	0	0	0	2	2	0	0	0.049248241437240825
0	1	1	0	1	0	2	1	2	2	0	0	0.049248241437240825
0	0	2	2	2	0	0	0	0	0	0	0	0.049248241437240825
1	2	1	2	0	1	1	1	1	1	1	1	0.049248241437240825
0	2	2	0	0	0	1	2	2	0	0	0	0.049248241437240825
1	1	1	2	2	2	1	2	1	1	0	0	0.049248241437240825
0	0	1	0	1	0	0	0	2	0	0	0	0.049248241437240825
0	2	0	0	1	2	0	2	2	0	0	0	0.049248241437240825
0	2	0	1	0	0	2	1	0	2	1	1	0.049248241437240825
2	1	0	2	2	2	2	1	1	2	1	1	0.049248241437240825
1	1	1	2	2	2	0	1	2	0	0	0	0.049248241437240825
1	2	2	1	0	0	0	2	1	0	0	0	0.049248241437240825
0	2	0	1	2	0	0	1	2	1	0	0	0.049248241437240825
1	0	1	0	1	0	0	2	2	0	1	1	0.049248241437240825
1	2	2	0	2	1	0	1	1	0	0	0	0.049248241437240825
0	0	0	1	0	1	0	2	2	1	0	0	0.049248241437240825
0	0	0	2	2	2	0	0	2	0	0	0	0.049248241437240825
0	2	2	2	0	0	2	0	2	0	1	1	0.049248241437240825
2	2	2	0	2	1	2	2	0	1	0	0	0.049248241437240825
1	0	0	2	2	0	1	2	2	1	1	1	0.049248241437240825
1	0	2	1	2	2	0	1	2	1	0	0	0.049248241437240825
1	2	2	0	2	2	1	2	1	0	1	1	0.049248241437240825
2	0	0	0	0	1	0	1	0	0	1	1	0.049248241437240825
2	2	0	1	0	1	1	1	0	1	0	0	0.049248241437240825
1	0	0	1	2	2	0	0	1	2	1	1	0.049248241437240825
0	0	1	0	0	0	0	2	0	2	1	1	0.049248241437240825
0	1	0	2	0	2	2	0	0	2	0	0	0.049248241437240825
0	1	2	0	2	1	2	1	1	2	0	0	0.049248241437240825
0	1	0	1	1	0	0	1	0	0	1	1	0.049248241437240825
2	1	2	1	0	2	0	2	0	1	0	0	0.049248241437240825
1	2	2	0	1	0	0	0	2	1	0	0	0.049248241437240825
2	1	2	2	2	0	1	0	0	2	0	0	0.049248241437240825
2	2	2	0	2	1	1	0	1	2	1	1	0.049248241437240825
1	0	0	0	0	2	1	0	0	2	0	0	0.049248241437240825
1	2	1	2	0	1	0	0	1	2	1	1	0.049248241437240825
1	2	1	2	2	1	0	1	1	2	1	1	0.049248241437240825
2	0	2	2	2	0	1	2	0	2	0	0	0.049248241437240825
2	1	1	0	2	1	1	0	2	0	1	1	0.049248241437240825
2	2	0	1	0	2	2	2	0	0	0	0	0.049248241437240825
1	1	0	1	1	2	2	2	0	0	0	0	0.049248241437240825
1	2	0	2	0	1	2	2	0	1	0	0	0.049248241437240825
0	2	2	1	1	0	0	2	0	2	0	0	0.049248241437240825
1	2	1	2	0	2	0	2	2	1	0	0	0.049248241437240825
1	0	1	2	0	2	0	2	2	1	1	1	0.049248241437240825
0	2	1	2	2	0	0	0	0	2	0	0	0.049248241437240825
0	2	0	0	2	1	2	0	0	1	1	1	0.049248241437240825
1	2	2	1	0	2	2	1	2	0	0	0	0.049248241437240825
2	2	1	1	0	0	2	1	1	0	1	1	0.049248241437240825
1	1	1	1	0	2	0	1	2	0	0	0	0.049248241437240825
0	0	0	2	1	2	1	0	2	2	0	0	0.049248241437240825
0	0	0	2	0	1	0	1	1	0	0	0	0.049248241437240825
0	1	2	2	2	2	1	1	2	0	1	1	0.049248241437240825
2	0	0	1	1	1	2	2	0	0	0	0	0.049248241437240825
2	0	2	0	0	0	1	2	0	2	0	0	0.049248241437240825
0	1	1	2	2	1	2	1	0	1	0	0	0.05459735896434986
2	1	0	2	2	1	1	1	1	1	1	1	0.05459735896434986
0	2	0	2	2	2	2	2	2	1	0	0	0.05459735896434986
0	0	0	0	1	1	2	2	2	0	1	1	0.05459735896434986
0	1	2	0	1	0	1	0	0	1	1	1	0.05459735896434986
0	1	2	2	1	1	2	1	1	2	1	1	0.05459735896434986
1	0	1	1	2	0	0	0	1	0	0	0	0.05459735896434986
0	1	2	0	0	1	1	2	1	0	1	1	0.05459735896434986
1	2	1	2	0	2	2	1	2	2	1	1	0.05459735896434986
