X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	Class	Distribution	Fitness
1	1	1	1	1	2	0	0	0	2	1	1.0	0.37835113588512026
0	1	2	1	2	2	1	0	2	2	1	1.0	0.37835113588512026
1	1	1	2	2	2	2	0	0	2	1	1.0	0.5251807413186684
2	2	0	0	1	0	0	1	2	1	1	1.0	0.5251807413186684
1	0	1	2	0	0	2	1	0	0	1	1.0	0.5251807413186684
0	1	1	0	1	0	2	2	2	0	1	1.0	0.5251807413186684
2	2	2	1	1	1	1	2	2	2	1	1.0	0.5251807413186684
0	0	0	1	1	2	1	1	0	1	1	1.0	0.5251807413186684
1	1	0	1	1	1	2	1	2	2	0	0.0	0.5251807413186684
0	0	1	1	0	1	2	2	0	0	1	1.0	0.533499812055219
1	1	0	1	2	2	0	2	2	2	0	0.0	0.533499812055219
0	0	2	1	1	1	1	2	2	2	1	1.0	0.533499812055219
0	1	2	1	0	1	1	2	1	0	1	1.0	0.533499812055219
1	2	2	2	1	0	1	2	0	0	0	0.0	0.533499812055219
1	1	2	0	0	1	1	2	1	0	1	1.0	0.533499812055219
1	2	0	2	0	2	0	2	1	1	0	0.0	0.533499812055219
2	2	0	0	2	2	0	1	0	1	1	1.0	0.533499812055219
1	1	0	2	2	2	0	2	0	0	0	0.0	0.533499812055219
0	2	0	0	2	2	0	2	0	1	1	1.0	0.533499812055219
2	1	0	2	1	2	0	0	0	2	1	1.0	0.533499812055219
0	2	2	1	0	1	0	1	2	1	1	1.0	0.533499812055219
1	2	1	1	2	2	1	0	2	1	0	0.0	0.533499812055219
2	0	2	0	0	0	2	1	1	1	0	0.0	0.533499812055219
0	2	1	0	1	1	2	1	2	1	0	0.0	0.533499812055219
0	2	0	1	2	2	2	0	1	0	1	1.0	0.533499812055219
0	2	0	2	1	0	0	0	2	0	0	0.0	0.5390263213436723
0	0	0	2	0	1	2	1	1	0	1	1.0	0.5390263213436723
0	2	1	0	1	2	2	2	0	0	1	1.0	0.5390263213436723
1	0	1	1	2	2	0	1	0	2	1	1.0	0.5390263213436723
1	0	1	1	0	1	0	0	1	2	0	0.0	0.5393519199815957
1	0	1	1	1	1	1	0	1	1	1	1.0	0.5393519199815957
2	0	1	1	1	2	2	1	0	0	1	1.0	0.5393519199815957
0	2	0	0	1	0	2	1	1	0	1	1.0	0.5393519199815957
0	1	0	1	1	2	2	1	1	0	1	1.0	0.5393519199815957
0	0	1	2	2	0	1	0	2	1	0	0.0	0.5393519199815957
2	0	1	2	1	2	1	0	2	2	0	0.0	0.5393519199815957
1	2	0	1	2	2	0	2	1	2	1	1.0	0.5393519199815957
1	0	0	0	2	1	2	1	1	2	1	1.0	0.5517286919967517
1	0	0	2	2	0	0	0	1	2	1	1.0	0.5517286919967517
0	0	0	1	0	1	1	1	0	1	1	1.0	0.5517286919967517
0	0	2	0	0	1	2	2	0	2	1	1.0	0.5517286919967517
0	1	2	0	2	1	2	1	2	1	1	1.0	0.5517286919967517
0	1	2	0	1	1	1	1	1	1	0	0.0	0.5517286919967517
1	2	2	2	0	2	1	1	0	2	0	0.0	0.5517286919967517
2	2	1	1	0	0	2	1	2	1	0	0.0	0.5517286919967517
1	1	2	1	0	2	0	1	1	0	1	1.0	0.5517286919967517
0	2	2	2	1	0	0	2	2	1	1	1.0	0.5517286919967517
2	0	0	1	0	0	0	1	2	2	1	1.0	0.5517286919967517
1	1	1	0	0	2	1	1	1	2	0	0.0	0.5517286919967517
2	2	1	1	2	1	0	0	1	1	1	1.0	0.5517286919967517
0	0	2	1	0	1	0	0	2	1	1	1.0	0.5631279032640353
0	0	0	2	1	2	1	1	1	1	0	0.0	0.5631279032640353
0	2	2	0	0	1	2	2	0	1	1	1.0	0.5631279032640353
0	2	1	0	0	0	2	0	0	2	0	0.0	0.5631279032640353
2	1	2	2	2	0	0	1	0	1	1	1.0	0.5631279032640353
2	0	0	1	0	1	2	0	0	0	0	0.0	0.5631279032640353
1	0	0	0	0	1	1	2	2	2	0	0.0	0.5631279032640353
2	2	1	0	1	1	2	2	2	2	0	0.0	0.5631279032640353
2	1	2	1	0	2	1	2	2	1	1	1.0	0.5631279032640353
2	2	1	0	1	0	1	0	1	2	1	1.0	0.5631279032640353
0	0	0	2	0	1	0	2	0	2	1	1.0	0.5631279032640353
1	0	2	1	0	0	2	1	2	0	0	0.0	0.5631279032640353
0	2	1	0	2	2	2	0	1	1	1	1.0	0.5631279032640353
2	2	2	0	1	0	0	1	0	2	1	1.0	0.5631279032640353
2	2	2	2	2	0	0	1	0	0	0	0.0	0.5631279032640353
1	2	2	0	0	0	0	2	0	0	0	0.0	0.5631279032640353
1	0	0	0	2	2	0	2	1	2	1	1.0	0.5631279032640353
0	2	0	0	2	1	1	0	0	2	1	1.0	0.5631279032640353
0	1	2	1	1	1	0	0	2	0	0	0.0	0.5631279032640353
1	0	0	1	2	0	1	2	0	2	0	0.0	0.5631279032640353
2	0	2	1	1	0	2	0	1	1	0	0.0	0.5631279032640353
0	2	2	0	2	0	0	0	2	2	1	1.0	0.5631279032640353
0	2	1	2	0	1	1	2	2	0	1	1.0	0.5631279032640353
1	1	0	2	2	1	0	1	2	0	0	0.0	0.5631279032640353
2	2	0	1	0	1	0	2	0	2	1	1.0	0.5631279032640353
2	0	2	0	1	1	0	1	2	0	0	0.0	0.5631279032640353
2	0	0	1	0	2	0	1	0	2	1	1.0	0.5631279032640353
0	1	1	1	2	1	0	2	2	0	1	1.0	0.5631279032640353
2	0	1	2	0	2	0	0	1	0	0	0.0	0.5631279032640353
0	1	2	1	1	2	1	1	2	1	1	1.0	0.5631279032640353
1	1	1	2	1	2	2	1	2	2	1	1.0	0.5631279032640353
1	2	0	0	0	2	0	2	1	0	1	1.0	0.5631279032640353
0	0	2	0	1	1	2	1	0	0	0	0.0	0.5631279032640353
0	1	0	0	1	1	2	0	1	2	0	0.0	0.5631279032640353
2	0	2	1	2	1	1	1	0	0	0	0.0	0.5631279032640353
0	2	2	2	0	1	0	1	0	1	1	1.0	0.5631279032640353
0	1	0	0	2	2	1	0	0	0	0	0.0	0.5631279032640353
2	1	0	1	0	0	1	1	2	2	1	1.0	0.5631279032640353
2	1	0	1	2	1	1	2	2	1	1	1.0	0.5631279032640353
1	0	0	0	2	1	2	2	0	2	0	0.0	0.5631279032640353
2	2	1	0	1	1	2	0	2	0	1	1.0	0.5631279032640353
2	0	0	2	2	1	0	1	1	0	1	1.0	0.5631279032640353
2	2	1	1	0	2	0	1	2	2	0	0.0	0.5631279032640353
2	1	1	1	2	1	2	2	2	1	0	0.0	0.5631279032640353
0	1	2	1	1	2	2	1	2	1	1	1.0	0.5631279032640353
1	1	1	2	2	2	1	2	1	1	1	1.0	0.5631279032640353
0	2	1	1	0	0	1	2	2	0	1	1.0	0.5631279032640353
2	2	1	1	2	2	1	1	1	1	1	1.0	0.5631279032640353
2	2	1	1	2	2	2	0	1	1	1	1.0	0.5631279032640353
2	2	2	0	2	2	0	2	2	1	1	1.0	0.5631279032640353
2	0	0	0	1	0	0	2	1	1	0	0.0	0.5631279032640353
2	2	1	0	1	1	0	1	1	1	0	1.0	0.5631279032640353
0	0	1	2	0	2	1	2	1	2	1	1.0	0.5631279032640353
2	1	2	2	2	0	2	2	1	2	0	0.0	0.5631279032640353
0	2	1	2	0	1	0	0	0	1	0	0.0	0.5631279032640353
1	0	1	0	1	1	2	0	0	0	1	1.0	0.5631279032640353
2	1	1	2	0	0	1	1	2	2	0	0.0	0.5631279032640353
0	0	1	2	0	2	1	0	2	0	1	1.0	0.5631279032640353
1	0	2	1	0	1	1	1	0	2	0	0.0	0.5631279032640353
1	2	0	0	1	0	1	0	2	1	1	1.0	0.5631279032640353
0	0	0	1	0	1	2	2	2	1	1	1.0	0.5631279032640353
2	2	2	0	2	2	0	1	1	1	0	0.0	0.5631279032640353
2	1	1	0	1	1	2	0	0	2	0	0.0	0.5631279032640353
1	2	1	0	0	0	1	2	0	2	1	1.0	0.5631279032640353
1	1	0	0	2	1	0	2	1	2	1	1.0	0.5631279032640353
0	2	1	1	1	2	2	1	2	0	1	1.0	0.5631279032640353
2	2	1	2	0	1	1	0	2	1	0	0.0	0.5631279032640353
2	2	1	2	2	1	2	1	0	2	0	0.0	0.5631279032640353
2	0	1	2	0	2	2	2	1	0	0	0.0	0.5631279032640353
2	2	0	1	0	0	1	2	2	1	1	1.0	0.5631279032640353
1	1	2	2	2	1	1	0	2	0	0	0.0	0.5631279032640353
0	0	0	1	2	0	1	1	1	1	0	0.0	0.5631279032640353
1	2	1	0	0	1	1	2	1	0	0	0.0	0.5631279032640353
0	2	1	0	0	2	2	0	2	2	0	0.0	0.5631279032640353
0	0	1	0	0	0	1	0	0	0	1	1.0	0.5631279032640353
2	0	1	2	0	1	1	2	0	0	1	1.0	0.5631279032640353
1	2	1	2	2	0	1	2	1	0	0	0.0	0.5631279032640353
0	2	0	2	2	1	2	2	2	0	0	0.0	0.5631279032640353
1	0	0	0	0	2	2	2	0	2	0	0.0	0.5631279032640353
1	0	1	2	1	2	1	0	1	2	0	0.0	0.5631279032640353
1	2	0	1	2	0	1	1	0	2	0	0.0	0.5631279032640353
2	1	2	0	0	2	0	0	2	2	1	1.0	0.5631279032640353
1	0	2	1	0	1	1	1	0	1	1	1.0	0.5631279032640353
1	1	0	2	0	2	2	0	0	1	1	1.0	0.5631279032640353
2	0	2	0	0	2	0	0	2	0	0	0.0	0.5631279032640353
1	1	1	0	1	1	0	2	1	1	1	1.0	0.5631279032640353
0	0	2	2	1	0	0	0	1	1	0	0.0	0.5631279032640353
1	1	2	1	1	0	0	2	0	1	1	1.0	0.5631279032640353
0	2	2	1	1	1	2	0	2	1	1	1.0	0.5631279032640353
0	2	2	2	1	2	2	1	1	2	0	0.0	0.5631279032640353
2	2	1	1	1	1	1	1	1	2	1	1.0	0.5631279032640353
0	1	1	2	0	2	2	0	2	1	0	0.0	0.5631279032640353
1	2	1	0	0	0	2	0	1	2	0	0.0	0.5631279032640353
2	1	0	0	0	1	1	1	2	2	1	1.0	0.5631279032640353
2	2	0	1	0	2	0	1	1	2	0	0.0	0.5631279032640353
0	2	1	1	2	2	1	1	0	2	0	0.0	0.5631279032640353
2	2	2	1	2	2	1	1	0	2	1	1.0	0.5631279032640353
0	0	2	0	2	1	0	2	2	0	0	0.0	0.5631279032640353
2	2	0	1	2	2	2	2	0	1	1	1.0	0.5631279032640353
2	1	0	2	2	0	1	1	0	2	1	1.0	0.5631279032640353
0	2	2	1	2	2	0	0	2	1	1	1.0	0.5631279032640353
1	0	2	2	2	2	1	0	2	1	1	1.0	0.5631279032640353
0	1	0	1	0	1	2	0	0	0	0	0.0	0.5631279032640353
2	2	2	2	2	2	2	2	1	2	0	0.0	0.5631279032640353
2	1	2	2	1	0	2	2	0	1	1	1.0	0.5631279032640353
2	2	0	1	0	0	2	1	1	1	0	0.0	0.5631279032640353
2	1	0	2	1	1	0	2	1	1	0	0.0	0.5631279032640353
1	0	0	1	2	2	2	1	2	0	0	0.0	0.5631279032640353
0	0	0	2	0	0	0	2	1	2	0	0.0	0.5631279032640353
2	2	1	2	2	0	0	0	2	0	1	1.0	0.5631279032640353
2	2	0	1	0	0	2	2	0	0	0	0.0	0.5631279032640353
1	0	2	0	0	2	2	1	2	1	1	1.0	0.5631279032640353
2	0	1	2	2	2	2	2	0	2	0	0.0	0.5631279032640353
1	2	0	2	0	0	2	1	1	1	0	0.0	0.5631279032640353
0	0	2	2	1	0	1	0	2	0	0	0.0	0.5631279032640353
0	2	2	0	0	2	0	0	0	0	0	0.0	0.5631279032640353
1	1	2	0	1	2	0	0	0	1	1	1.0	0.5631279032640353
0	2	1	2	2	2	0	1	2	2	0	0.0	0.5631279032640353
1	2	1	0	2	1	1	2	1	2	0	0.0	0.5631279032640353
1	0	1	0	2	0	0	1	1	0	0	0.0	0.5631279032640353
0	2	0	2	1	1	1	0	2	0	0	0.0	0.5631279032640353
2	1	2	2	1	2	0	1	1	0	1	1.0	0.5631279032640353
1	0	2	0	2	0	2	0	1	2	1	1.0	0.5631279032640353
0	1	2	1	0	2	2	1	1	2	0	0.0	0.5631279032640353
2	2	0	0	0	2	1	2	1	0	1	1.0	0.5631279032640353
2	2	1	0	1	1	0	2	2	2	0	0.0	0.5631279032640353
1	0	2	1	2	0	2	0	0	2	0	0.0	0.5631279032640353
2	1	2	1	1	2	0	2	1	0	1	1.0	0.5631279032640353
1	2	0	0	2	2	2	2	1	2	1	1.0	0.5631279032640353
0	1	1	1	0	0	1	0	1	0	0	0.0	0.5631279032640353
1	2	1	0	0	0	1	0	1	0	0	0.0	0.5631279032640353
1	0	0	2	0	2	1	2	1	1	0	0.0	0.5631279032640353
0	2	1	1	1	0	2	0	1	0	0	0.0	0.5631279032640353
2	1	1	0	0	0	2	0	2	1	0	0.0	0.5631279032640353
2	0	2	0	2	2	2	0	0	0	0	0.0	0.5631279032640353
2	1	0	2	0	2	1	0	0	1	1	1.0	0.5631279032640353
2	2	0	1	1	2	1	0	0	0	0	0.0	0.5631279032640353
0	1	0	1	2	2	2	0	0	2	1	1.0	0.5631279032640353
2	0	1	2	1	0	1	1	1	2	1	1.0	0.5631279032640353
2	0	2	1	0	2	1	0	1	2	0	0.0	0.5631279032640353
2	2	0	2	1	0	2	0	0	2	1	1.0	0.5631279032640353
2	1	2	0	2	2	2	2	2	1	1	1.0	0.5631279032640353
1	0	1	2	0	2	1	0	1	2	0	0.0	0.5631279032640353
2	1	2	1	1	2	2	2	2	2	1	1.0	0.5631279032640353
0	0	0	1	0	0	2	0	2	2	1	1.0	0.5631279032640353
0	2	0	2	2	2	2	0	1	0	1	1.0	0.5631279032640353
0	1	0	1	0	0	2	0	0	0	0	0.0	0.5631279032640353
0	0	1	0	1	0	2	2	1	0	0	0.0	0.5631279032640353
0	1	1	1	1	0	1	1	0	1	0	0.0	0.5631279032640353
0	1	1	2	0	1	1	0	0	1	0	0.0	0.5631279032640353
1	2	1	2	2	1	1	2	1	2	0	0.0	0.5631279032640353
1	1	1	0	0	2	1	0	0	2	1	1.0	
0	1	1	2	2	2	1	2	0	1	0	0.0	
2	0	0	1	1	2	1	0	2	0	0	0.0	
1	0	0	1	2	1	1	2	1	1	0	0.0	
0	0	0	2	1	2	1	2	1	1	0	0.0	
1	0	2	0	0	2	1	0	1	0	1	1.0	
0	1	0	2	0	2	0	0	0	0	0	0.0	
2	0	2	0	1	0	0	1	2	0	0	0.0	
2	2	2	1	0	2	0	1	2	0	0	0.0	
0	2	2	0	0	2	0	1	2	1	1	1.0	
2	2	2	1	1	2	1	2	0	2	1	1.0	
0	2	2	2	1	2	0	0	2	0	0	0.0	
2	1	2	0	2	2	2	0	2	1	1	1.0	
1	0	0	0	1	1	0	2	2	0	0	0.0	
1	0	1	0	1	0	2	0	0	0	1	1.0	
2	1	2	1	2	2	0	0	2	0	0	0.0	
2	2	0	0	0	0	1	1	2	1	1	1.0	
2	0	1	2	0	2	0	0	1	2	1	1.0	
2	2	2	0	2	0	0	0	1	2	0	0.0	
2	1	2	2	0	0	1	2	1	1	0	0.0	
0	0	1	1	1	1	0	2	1	2	1	1.0	
1	0	0	1	0	2	1	1	1	1	0	0.0	
2	2	2	2	1	0	1	1	1	0	1	1.0	
0	1	1	0	0	0	0	0	0	2	0	0.0	
0	2	0	2	2	1	2	1	2	0	0	0.0	
2	1	0	0	0	2	1	0	0	1	1	1.0	
1	2	1	0	2	0	2	1	0	0	1	1.0	
2	1	1	0	0	1	0	0	2	2	0	0.0	
0	2	0	0	2	0	0	2	2	2	1	1.0	
0	2	2	2	2	1	1	1	1	0	1	1.0	
0	2	2	2	1	0	1	0	0	1	1	1.0	
1	1	0	2	0	2	2	0	1	0	1	1.0	
0	1	0	2	0	2	2	1	1	2	0	0.0	
1	0	2	0	1	0	2	1	0	0	0	0.0	
0	1	0	0	1	1	2	0	1	2	0	0.0	
1	2	1	1	2	0	2	2	2	2	1	1.0	
0	2	1	0	0	2	1	0	0	2	0	0.0	
1	1	2	1	1	0	0	2	1	0	1	1.0	
0	2	0	0	1	0	1	0	0	0	0	0.0	
0	0	0	1	0	1	2	2	1	0	1	1.0	
1	2	2	2	1	0	1	1	2	0	0	0.0	
1	2	2	0	0	1	0	0	1	0	1	1.0	
0	1	2	1	2	0	2	0	0	0	0	0.0	
1	2	2	2	2	0	2	1	1	0	1	1.0	
0	0	2	2	1	1	2	2	0	0	0	0.0	
2	0	1	1	2	1	2	0	0	1	0	0.0	
2	0	2	2	1	1	0	1	0	0	0	0.0	
2	1	2	0	0	0	1	2	2	0	0	0.0	
0	2	2	2	2	2	1	2	0	1	1	1.0	
0	1	2	1	2	1	2	1	1	1	0	0.0	
0	1	0	0	2	2	0	2	0	0	0	0.0	
0	0	0	2	2	2	1	1	1	1	0	0.0	
2	2	1	0	1	0	1	2	1	0	0	0.0	
2	1	2	0	1	1	1	1	1	2	0	0.0	
1	0	0	2	1	1	2	2	0	1	1	1.0	
1	2	0	2	1	2	0	2	0	2	0	0.0	
0	0	0	0	0	1	1	2	2	2	1	1.0	
2	2	2	2	2	0	2	2	0	2	1	1.0	
2	1	0	1	2	2	2	1	1	0	1	1.0	
0	1	1	2	2	2	2	1	0	0	1	1.0	
2	0	0	0	1	2	2	0	2	2	1	1.0	
2	2	0	0	1	0	0	2	1	1	0	0.0	
2	0	0	2	0	2	2	1	2	0	0	0.0	
2	0	1	0	2	2	2	0	2	1	0	0.0	
0	0	0	2	1	1	0	2	0	2	1	1.0	
0	2	0	2	0	1	0	1	0	0	0	0.0	
0	2	0	0	2	2	1	1	2	1	1	1.0	
1	2	2	1	1	1	2	1	0	0	0	0.0	
1	0	1	0	2	0	1	2	2	2	1	1.0	
1	0	2	0	1	2	1	0	1	0	1	1.0	
2	2	0	0	2	1	2	1	2	1	1	1.0	
2	2	1	2	0	0	0	2	0	2	0	0.0	
2	2	1	1	2	1	0	0	2	2	0	0.0	
0	1	2	2	2	2	1	1	2	0	0	0.0	
2	1	0	2	2	2	1	1	2	2	1	1.0	
0	1	2	2	0	2	2	2	1	2	0	0.0	
2	0	1	2	1	1	0	0	1	2	1	1.0	
2	2	1	1	0	2	0	0	1	0	0	0.0	
1	2	0	1	1	2	1	1	2	0	0	0.0	
0	1	1	2	0	2	1	0	1	2	1	1.0	
0	1	2	1	0	1	1	1	1	0	1	1.0	
1	1	1	2	2	2	0	0	1	1	1	1.0	
0	1	0	0	0	1	0	2	2	1	1	1.0	
1	0	2	1	1	0	2	2	0	1	1	1.0	
1	0	2	0	2	0	0	1	2	2	0	0.0	
1	2	2	0	0	1	0	1	1	0	1	1.0	
1	2	1	0	2	1	1	2	2	1	0	0.0	
1	0	0	1	1	2	1	2	2	1	1	1.0	
0	2	2	0	1	1	2	1	2	1	1	1.0	
1	1	0	2	2	0	0	2	1	1	0	0.0	
2	1	0	2	1	0	2	2	0	1	1	1.0	
2	0	1	0	0	2	1	1	2	1	0	0.0	
2	0	0	0	1	1	2	2	1	0	1	1.0	
2	0	2	2	2	2	1	2	2	1	1	1.0	
0	0	1	0	0	2	0	0	0	0	1	1.0	
2	2	2	2	1	0	2	2	1	2	0	0.0	
0	2	0	2	0	2	1	2	2	1	1	1.0	
