X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	Class	Distribution	Fitness
1	0	1	2	1	0	2	2	0	2	0	0.0	0.11830473995256341
0	0	1	1	1	1	2	1	0	1	1	1.0	0.11830473995256341
2	0	2	2	2	2	0	0	0	0	0	0.0	0.11830473995256341
0	0	1	0	2	0	2	2	2	1	0	0.0	0.11830473995256341
1	0	2	1	0	0	0	1	2	1	0	0.0	0.11830473995256341
2	1	2	2	2	2	1	0	1	0	1	1.0	0.25160479679997194
2	0	0	0	1	2	0	1	1	0	1	1.0	0.25160479679997194
2	0	1	0	2	1	2	0	1	2	1	1.0	0.25160479679997194
2	1	1	0	2	2	2	2	0	1	1	1.0	0.25160479679997194
1	2	2	2	2	1	1	0	1	2	0	0.0	0.25160479679997194
1	0	0	2	1	0	1	2	1	2	0	0.0	0.2911036816746426
0	1	0	0	1	2	1	1	0	1	0	0.0	0.2911036816746426
0	1	2	2	1	2	2	2	1	2	1	1.0	0.2911036816746426
0	2	0	2	0	1	0	2	2	2	1	1.0	0.2911036816746426
1	2	0	1	2	1	2	1	2	0	1	1.0	0.2911036816746426
0	2	0	1	0	2	1	2	2	1	1	1.0	0.2911036816746426
0	0	1	1	2	1	1	2	1	2	1	1.0	0.2911036816746426
0	2	1	1	2	0	0	2	1	2	0	0.0	0.2939484271634095
0	0	0	2	1	1	0	1	0	2	0	0.0	0.2939484271634095
1	1	0	0	1	2	2	2	1	2	0	0.0	0.2939484271634095
2	1	1	1	0	2	0	2	1	2	1	1.0	0.3250703657234528
2	1	2	2	1	2	2	1	1	1	1	1.0	0.3250703657234528
1	1	0	2	1	1	0	2	1	0	1	1.0	0.3250703657234528
1	0	2	0	1	2	1	1	2	0	1	1.0	0.3250703657234528
0	1	2	1	1	0	0	0	0	0	0	0.0	0.3250703657234528
0	2	2	1	1	0	1	0	0	1	1	1.0	0.3250703657234528
0	2	2	0	1	1	0	1	0	2	0	0.0	0.3250703657234528
1	1	2	1	0	2	2	0	1	0	1	1.0	0.3250703657234528
1	2	0	0	1	2	2	2	0	0	1	1.0	0.3250703657234528
0	1	1	0	1	2	0	2	0	0	1	1.0	0.3250703657234528
0	0	0	2	2	1	2	0	0	2	0	0.0	0.3250703657234528
0	1	2	0	0	0	2	0	1	0	1	1.0	0.3250703657234528
0	2	2	0	1	1	2	0	1	1	0	0.0	0.3250703657234528
0	2	0	1	1	1	2	2	1	1	1	1.0	0.3250703657234528
2	2	0	2	0	2	2	1	2	2	0	0.0	0.3250703657234528
1	0	0	1	0	1	0	2	0	1	1	1.0	0.3342970937521863
2	0	1	0	1	1	0	0	2	1	0	0.0	0.3342970937521863
0	2	1	1	0	1	1	0	0	0	0	0.0	0.3342970937521863
2	1	2	1	2	1	1	0	1	0	0	0.0	0.3342970937521863
1	1	1	0	2	1	1	1	1	0	0	0.0	0.3342970937521863
2	1	2	1	0	1	0	0	2	1	1	1.0	0.3342970937521863
0	1	1	1	0	1	1	0	0	1	1	1.0	0.3342970937521863
0	2	0	2	0	0	2	0	0	1	1	1.0	0.3342970937521863
1	2	0	2	0	1	2	2	0	2	0	0.0	0.3483834551083954
2	2	0	1	2	1	1	0	2	2	1	1.0	0.3483834551083954
2	1	0	0	0	0	0	1	0	1	0	0.0	0.3483834551083954
2	1	2	2	2	1	1	0	0	2	0	0.0	0.3483834551083954
0	1	0	1	1	0	1	0	2	0	0	0.0	0.3483834551083954
1	2	1	0	0	0	1	2	0	0	1	1.0	0.3483834551083954
2	2	2	1	1	0	2	2	1	0	1	1.0	0.3710906941656924
2	1	0	1	2	1	2	0	0	2	0	0.0	0.3710906941656924
0	1	2	0	2	2	2	1	1	0	0	0.0	0.3710906941656924
1	1	0	0	1	1	0	1	0	0	1	1.0	0.3710906941656924
1	2	1	1	1	1	1	1	2	2	0	0.0	0.3710906941656924
2	1	0	0	2	2	1	2	1	1	1	1.0	0.3710906941656924
2	0	0	0	2	2	0	1	1	0	0	0.0	0.3710906941656924
1	1	1	2	0	2	1	1	2	2	0	0.0	0.3710906941656924
2	2	0	2	2	2	0	0	1	0	0	0.0	0.3710906941656924
1	2	2	1	0	1	0	2	1	2	1	1.0	0.3710906941656924
1	1	0	1	0	2	0	1	1	0	0	0.0	0.3710906941656924
1	0	2	2	2	2	1	2	2	1	0	0.0	0.3710906941656924
0	2	2	2	1	2	1	0	0	0	0	0.0	0.3710906941656924
0	2	2	0	2	1	1	0	0	0	0	0.0	0.3710906941656924
1	0	2	1	0	0	2	1	0	2	1	1.0	0.3710906941656924
2	1	2	0	1	2	2	0	0	0	1	1.0	0.3710906941656924
0	0	1	0	2	0	2	1	0	0	1	1.0	0.3710906941656924
2	1	0	2	2	0	1	1	1	0	0	0.0	0.3710906941656924
2	1	0	1	0	2	0	1	2	2	1	1.0	0.3710906941656924
2	2	2	1	0	1	2	2	1	1	0	0.0	0.3710906941656924
1	1	1	1	2	2	1	1	0	2	1	1.0	0.3710906941656924
2	0	1	1	2	1	0	2	2	2	1	1.0	0.3710906941656924
1	2	0	1	0	1	2	2	2	2	0	0.0	0.3710906941656924
2	1	0	1	1	2	1	0	0	2	0	0.0	0.3710906941656924
1	1	1	0	2	0	2	2	0	0	1	1.0	0.3710906941656924
1	2	1	1	0	0	2	0	0	1	1	1.0	0.3710906941656924
0	2	2	1	1	1	2	1	1	0	0	0.0	0.3710906941656924
2	0	2	2	0	0	2	0	2	0	0	0.0	0.3710906941656924
0	1	2	2	0	2	0	2	0	1	1	1.0	0.3710906941656924
1	0	0	0	1	2	2	1	1	2	0	0.0	0.3710906941656924
1	0	1	1	2	1	2	2	2	2	0	0.0	0.3710906941656924
1	0	0	2	1	1	2	1	0	1	1	1.0	0.3710906941656924
2	1	1	1	2	2	2	0	0	2	0	0.0	0.3710906941656924
1	1	2	1	2	2	1	2	0	2	1	1.0	0.3710906941656924
0	2	2	2	1	2	0	1	1	1	0	0.0	0.3710906941656924
0	2	2	1	1	0	0	0	0	1	1	1.0	0.3710906941656924
1	1	1	0	1	0	1	1	1	1	1	1.0	0.3710906941656924
2	1	2	1	2	1	2	2	1	2	0	0.0	0.3710906941656924
1	0	0	2	0	1	2	2	0	2	0	0.0	0.3746377867269378
2	0	2	0	2	0	2	1	2	2	0	0.0	0.3746377867269378
2	1	0	2	0	0	2	0	2	1	1	1.0	0.3746377867269378
0	2	0	0	2	0	1	1	1	1	0	0.0	0.3746377867269378
1	1	2	1	0	2	2	0	0	0	1	1.0	0.3746377867269378
2	0	2	2	1	1	0	0	0	1	0	0.0	0.3746377867269378
0	2	1	1	1	2	2	2	2	1	1	1.0	0.3746377867269378
1	2	1	0	1	2	1	1	2	1	0	0.0	0.3746377867269378
1	0	0	0	2	0	0	1	0	0	1	1.0	0.3746377867269378
1	0	0	1	2	2	1	1	0	1	1	1.0	0.3746377867269378
1	0	1	1	0	2	2	2	1	1	0	0.0	0.3746377867269378
1	0	0	1	1	1	2	1	0	1	1	1.0	0.3746377867269378
0	0	2	0	2	2	2	1	1	2	1	1.0	0.3746377867269378
0	1	0	1	2	1	1	1	0	2	1	1.0	0.3746377867269378
0	0	1	2	2	2	0	1	2	2	1	1.0	0.3746377867269378
0	0	0	0	0	1	2	1	1	1	1	1.0	0.3746377867269378
0	0	2	1	2	0	1	0	1	1	0	0.0	0.3746377867269378
2	2	1	2	0	0	2	1	0	2	1	1.0	0.3746377867269378
1	2	2	2	2	2	0	1	2	0	0	0.0	0.3746377867269378
0	2	2	1	1	0	2	0	2	0	1	1.0	0.3746377867269378
0	1	0	2	2	0	1	1	2	2	1	1.0	0.3746377867269378
2	1	2	1	2	1	2	0	0	1	0	0.0	0.3746377867269378
1	0	2	0	2	2	0	2	1	0	0	0.0	0.3746377867269378
2	2	0	1	2	1	1	0	0	1	1	1.0	0.3751630493490301
0	2	1	1	2	1	0	2	1	0	0	0.0	0.3751630493490301
0	2	1	0	1	2	2	2	0	1	0	0.0	0.3751630493490301
0	2	1	1	0	1	2	2	0	2	0	0.0	0.3751630493490301
0	1	2	0	0	1	2	2	2	0	0	0.0	0.3751630493490301
2	1	0	2	2	0	2	0	1	0	0	0.0	0.3751630493490301
2	0	2	0	2	2	2	1	2	1	1	1.0	0.3751630493490301
0	2	0	2	2	0	1	0	2	1	1	1.0	0.3751630493490301
0	2	1	2	1	1	2	0	2	0	0	0.0	0.3751630493490301
2	1	0	2	1	1	2	2	0	2	1	1.0	0.3751630493490301
1	2	2	2	0	1	0	0	2	1	1	1.0	0.3751630493490301
2	1	1	1	2	0	1	2	1	2	0	0.0	0.3751630493490301
2	2	0	2	0	1	1	2	1	1	0	0.0	0.3751630493490301
0	1	0	1	1	0	1	1	1	0	0	0.0	0.3751630493490301
2	0	0	2	1	0	0	1	2	2	1	1.0	0.3751630493490301
0	1	1	0	1	2	2	0	1	1	0	0.0	0.3751630493490301
2	0	2	0	1	2	1	2	1	1	0	0.0	0.3751630493490301
1	1	2	1	2	2	0	1	2	1	1	1.0	0.39202020377965296
2	2	1	0	0	2	1	1	2	1	1	1.0	0.39202020377965296
1	2	1	0	2	2	0	1	0	2	1	1.0	0.39202020377965296
2	1	1	1	0	0	0	2	1	0	1	1.0	0.39202020377965296
0	2	0	2	0	0	0	2	2	1	0	0.0	0.39202020377965296
0	1	1	2	0	0	0	2	0	1	0	0.0	0.39202020377965296
2	1	1	0	2	2	2	2	0	1	1	1.0	0.39202020377965296
0	1	2	0	2	0	1	1	0	2	0	0.0	0.39202020377965296
1	2	1	2	2	1	0	1	1	1	1	1.0	0.39202020377965296
2	2	2	0	2	0	2	2	0	2	0	0.0	0.39202020377965296
2	2	0	1	2	0	0	1	0	0	1	1.0	0.39537971915169356
1	2	0	0	2	0	0	2	2	0	1	1.0	0.39537971915169356
0	1	1	0	1	1	2	1	0	1	0	0.0	0.39537971915169356
2	2	0	1	2	1	2	0	2	1	0	0.0	0.39537971915169356
2	1	0	0	0	1	1	2	1	1	1	1.0	0.39537971915169356
0	1	2	0	2	0	2	0	1	0	1	1.0	0.39537971915169356
0	1	2	2	2	0	1	1	0	2	1	1.0	0.39537971915169356
2	2	0	2	1	0	0	1	1	1	1	1.0	0.39537971915169356
0	0	0	0	2	1	2	0	2	1	1	1.0	0.39537971915169356
1	0	1	0	0	2	0	0	0	0	0	0.0	0.39537971915169356
2	2	2	2	1	2	0	1	0	1	0	0.0	0.39537971915169356
2	2	2	2	0	1	2	0	1	2	0	0.0	0.39537971915169356
2	1	0	2	1	2	1	2	1	1	1	1.0	0.39537971915169356
0	0	2	2	0	1	1	0	1	0	1	1.0	0.39537971915169356
0	1	2	1	0	2	0	2	2	0	0	0.0	0.39537971915169356
2	1	2	0	0	2	1	0	0	1	1	1.0	0.39537971915169356
0	0	2	2	1	0	2	1	2	0	1	1.0	0.39537971915169356
1	0	0	2	0	0	2	1	0	2	1	1.0	0.39537971915169356
0	0	2	2	1	1	1	1	1	1	1	1.0	0.39537971915169356
2	2	1	1	0	1	0	1	2	0	0	0.0	0.39537971915169356
0	2	2	1	0	2	1	1	0	0	0	0.0	0.39537971915169356
1	0	0	1	0	1	2	2	0	1	0	0.0	0.39537971915169356
1	2	0	1	2	0	1	1	1	1	0	0.0	0.39537971915169356
1	1	1	0	1	1	0	0	2	2	0	0.0	0.39537971915169356
0	1	2	1	2	1	1	1	1	2	1	1.0	0.39537971915169356
0	1	1	1	1	2	1	2	1	2	0	0.0	0.39537971915169356
2	0	0	0	2	0	0	0	0	2	0	0.0	0.39537971915169356
2	0	0	0	0	0	2	1	0	2	0	0.0	0.39537971915169356
2	0	2	1	0	2	0	0	1	1	1	1.0	0.39537971915169356
0	1	0	1	1	1	1	2	0	0	1	1.0	0.39537971915169356
2	1	0	1	0	2	2	1	1	1	0	0.0	0.39537971915169356
0	2	0	2	1	1	0	1	2	1	0	0.0	0.39537971915169356
0	2	1	0	0	2	0	1	0	2	1	1.0	0.39537971915169356
1	0	2	0	1	0	1	2	1	0	0	0.0	0.39537971915169356
2	2	1	0	0	2	1	2	0	2	1	1.0	0.39537971915169356
2	1	0	2	1	2	0	0	1	0	1	1.0	0.4182257598615132
0	2	2	0	0	2	0	2	1	2	1	1.0	0.4182257598615132
0	0	2	0	0	1	2	2	1	1	1	1.0	0.4182257598615132
0	1	0	0	1	0	2	2	2	1	1	1.0	0.4182257598615132
1	2	1	0	1	2	0	0	1	1	0	0.0	0.4182257598615132
0	2	0	2	0	0	2	1	1	0	0	0.0	0.4182257598615132
1	1	2	0	2	0	0	0	1	1	0	0.0	0.4182257598615132
2	2	2	0	0	1	0	2	0	0	0	0.0	0.4182257598615132
1	2	1	0	0	2	1	2	0	2	1	1.0	0.4182257598615132
1	1	1	1	0	1	0	0	0	0	0	0.0	0.4182257598615132
2	0	1	1	1	0	1	1	1	0	0	0.0	0.4182257598615132
0	1	0	2	2	0	0	2	2	2	0	0.0	0.4182257598615132
1	0	2	1	1	0	2	2	0	0	1	1.0	0.4182257598615132
0	0	1	2	1	2	1	2	0	1	1	1.0	0.4182257598615132
1	1	2	1	0	0	0	2	1	0	1	1.0	0.4182257598615132
2	2	1	0	2	2	2	1	1	1	1	1.0	0.4182257598615132
1	0	2	2	0	0	1	0	1	2	1	1.0	0.4182257598615132
2	2	1	2	1	0	0	0	2	2	1	1.0	0.4182257598615132
1	0	2	1	2	1	1	0	0	0	0	0.0	0.4182257598615132
2	2	2	2	0	0	0	0	1	0	1	1.0	0.4182257598615132
2	0	0	0	1	0	2	0	2	2	1	1.0	0.4182257598615132
2	0	2	1	2	2	1	0	2	2	1	1.0	0.4182257598615132
0	2	1	2	1	0	0	0	1	0	0	0.0	0.4182257598615132
0	2	0	2	0	0	0	1	0	2	0	0.0	0.4182257598615132
1	2	1	0	1	2	1	1	0	1	0	0.0	0.4182257598615132
1	2	1	2	0	2	1	1	2	0	1	1.0	0.4182257598615132
2	2	0	2	1	2	1	1	1	0	0	0.0	0.4182257598615132
0	0	0	0	0	0	0	2	0	0	1	1.0	0.4182257598615132
2	0	0	2	2	1	1	0	2	0	1	1.0	0.4182257598615132
2	2	2	0	2	1	0	1	2	1	1	1.0	
2	1	0	2	2	0	0	1	2	1	0	0.0	
2	0	0	1	2	0	1	1	2	2	0	0.0	
0	2	0	0	0	2	2	0	1	1	1	1.0	
1	0	0	1	1	2	0	2	0	1	0	0.0	
2	0	0	2	2	1	0	2	2	1	1	1.0	
1	2	1	1	2	0	1	2	0	2	0	0.0	
2	2	2	1	2	0	2	2	0	2	1	1.0	
2	2	1	2	1	1	2	2	0	1	1	1.0	
0	0	2	0	1	1	1	1	2	0	1	1.0	
2	0	1	1	2	1	2	0	1	0	1	1.0	
1	2	2	2	2	2	0	0	1	1	1	1.0	
2	0	0	2	0	0	1	2	1	0	0	0.0	
1	0	1	0	1	0	0	0	2	2	1	1.0	
0	2	0	1	0	2	2	0	1	2	0	0.0	
1	2	1	1	0	1	1	1	1	2	1	1.0	
2	0	0	2	2	2	0	1	2	0	0	0.0	
1	1	2	1	2	1	0	2	2	1	1	1.0	
2	1	0	2	1	2	0	2	2	0	1	1.0	
1	0	0	2	2	0	0	2	2	1	0	0.0	
1	1	1	1	2	0	0	0	0	1	0	0.0	
0	2	0	2	2	1	2	2	1	0	1	1.0	
2	0	0	2	1	0	2	2	0	1	0	0.0	
1	1	1	1	0	2	2	1	1	2	0	0.0	
2	1	0	2	1	1	0	1	0	1	0	0.0	
0	1	0	2	2	0	1	0	2	2	1	1.0	
0	2	0	1	2	2	2	2	2	0	1	1.0	
2	2	2	2	1	2	2	2	1	1	1	1.0	
0	2	1	0	2	0	1	0	2	1	0	0.0	
1	1	0	1	0	0	1	0	1	2	0	0.0	
0	1	1	1	0	1	1	1	2	0	0	0.0	
1	1	2	1	1	0	1	1	1	1	1	1.0	
0	0	1	2	1	0	0	1	2	0	0	0.0	
2	2	2	0	1	2	2	1	1	1	0	0.0	
0	0	2	1	2	1	0	1	1	2	1	1.0	
2	1	2	1	2	2	1	2	1	1	1	1.0	
2	2	1	0	2	1	1	2	0	1	1	1.0	
2	0	2	0	0	1	2	2	2	1	1	1.0	
2	0	2	2	2	2	2	2	1	0	1	1.0	
0	2	1	1	1	1	2	1	2	0	0	0.0	
2	0	0	0	2	1	1	1	2	2	1	1.0	
0	0	2	1	0	0	2	2	0	2	1	1.0	
2	0	2	2	0	1	1	2	2	2	0	0.0	
1	0	2	2	2	0	1	2	0	2	1	1.0	
1	2	1	2	1	2	0	0	0	1	0	0.0	
2	2	1	2	1	2	2	0	2	1	1	1.0	
1	2	1	0	2	0	2	2	0	1	0	0.0	
1	2	0	0	2	1	1	1	1	0	0	0.0	
1	2	0	1	0	2	0	2	2	0	0	0.0	
1	1	2	1	0	0	1	2	2	1	0	0.0	
2	2	0	2	2	1	2	0	1	0	1	1.0	
2	1	1	0	2	2	0	0	1	0	0	0.0	
1	1	1	0	1	2	0	2	2	1	0	0.0	
0	0	2	0	1	1	0	0	0	0	1	1.0	
1	2	0	1	0	1	2	1	2	1	0	0.0	
2	0	2	0	1	0	2	2	1	0	0	0.0	
0	0	1	0	1	1	1	0	2	2	0	0.0	
1	2	0	1	1	1	0	2	0	2	0	0.0	
0	0	1	1	2	1	0	2	1	0	0	0.0	
0	0	0	0	1	0	1	2	2	2	1	1.0	
2	1	1	0	2	0	2	2	1	1	0	0.0	
2	2	0	0	2	2	0	2	2	1	1	1.0	
1	2	1	0	2	0	0	0	0	2	0	0.0	
1	1	0	1	0	1	1	2	1	1	1	1.0	
2	2	0	0	1	1	0	1	1	0	1	1.0	
0	2	2	1	0	0	1	1	1	2	0	0.0	
0	0	2	1	2	1	0	1	1	1	1	1.0	
1	2	2	1	0	0	2	2	0	0	0	0.0	
0	1	1	2	2	1	2	1	2	0	1	1.0	
0	2	0	0	1	0	2	1	1	1	1	1.0	
0	2	0	0	0	2	1	0	1	1	1	1.0	
0	2	0	0	2	2	1	0	2	2	1	1.0	
0	0	1	2	1	0	1	0	0	2	0	0.0	
0	0	0	2	1	1	0	0	2	2	0	0.0	
2	0	0	1	1	0	0	2	0	1	1	1.0	
0	2	2	2	1	0	0	1	0	1	1	1.0	
2	2	1	1	2	0	1	0	1	1	0	0.0	
2	2	1	0	0	2	2	0	1	1	1	1.0	
0	0	0	1	0	0	0	2	1	1	0	0.0	
2	2	2	1	2	0	1	2	1	0	1	1.0	
1	1	1	2	0	1	1	0	1	1	0	0.0	
0	1	1	0	2	2	2	2	1	1	1	1.0	
2	2	1	2	0	1	0	0	1	0	0	0.0	
2	1	1	0	0	0	0	0	0	1	0	0.0	
0	0	1	0	0	1	0	2	2	2	1	1.0	
2	0	1	1	2	0	0	0	1	0	1	1.0	
0	2	1	1	1	0	1	1	2	1	1	1.0	
1	1	1	2	1	1	2	2	1	2	1	1.0	
2	0	2	2	1	1	2	1	2	2	1	1.0	
1	2	1	1	2	2	2	1	2	1	0	0.0	
1	2	0	0	1	2	1	2	1	1	0	0.0	
1	2	2	0	2	0	0	2	1	1	0	0.0	
2	1	1	0	0	0	0	2	0	2	0	0.0	
0	0	1	1	1	2	1	0	1	0	1	1.0	
1	0	0	1	1	1	2	0	2	1	1	1.0	
2	0	1	2	1	2	2	2	0	0	0	0.0	
0	1	0	2	1	2	0	0	2	2	0	0.0	
2	0	1	2	0	0	1	2	1	0	0	0.0	
1	0	2	1	0	2	0	0	0	1	1	1.0	
0	2	1	0	1	2	2	2	0	2	0	0.0	
0	2	1	2	2	2	1	2	0	1	0	0.0	
2	0	1	0	0	2	1	0	1	1	1	1.0	
2	2	1	0	1	2	1	1	2	0	1	1.0	
0	1	0	2	2	2	0	0	2	0	0	0.0	
2	0	1	2	1	2	2	0	2	0	0	0.0	
0	2	0	2	2	0	2	0	2	2	1	1.0	
1	2	2	0	0	0	1	0	2	2	0	0.0	
0	0	2	1	1	2	2	2	0	2	1	1.0	
2	0	2	0	0	2	2	0	2	0	0	0.0	
1	0	0	2	1	0	1	2	1	1	0	0.0	
1	0	1	0	0	1	0	1	0	0	0	0.0	
1	0	0	1	1	0	0	2	2	0	0	0.0	
1	2	0	2	1	2	1	0	2	1	1	1.0	
1	0	0	1	1	2	0	1	0	1	0	0.0	
1	1	0	0	1	0	0	2	1	1	1	1.0	
2	1	0	2	0	2	0	2	2	1	1	1.0	
2	1	2	2	2	2	0	0	0	2	1	1.0	
2	0	2	1	1	1	2	2	2	1	1	1.0	
1	2	1	2	0	2	2	0	1	2	0	0.0	
0	2	2	2	1	1	0	1	0	1	0	0.0	
2	0	1	1	0	2	1	1	1	0	0	0.0	
2	1	2	1	2	1	1	1	1	1	1	1.0	
2	0	1	0	0	1	2	1	2	2	1	1.0	
0	1	2	2	0	1	1	1	2	1	0	0.0	
0	1	1	1	1	1	2	2	2	2	1	1.0	
2	2	0	1	1	1	2	1	1	0	0	0.0	
2	1	0	2	2	1	1	2	2	1	0	0.0	
0	2	1	0	1	2	1	2	2	2	0	0.0	
0	0	2	2	1	0	2	2	2	2	0	0.0	
2	2	1	1	2	1	0	1	1	0	0	0.0	
1	0	1	1	0	1	1	0	2	1	1	1.0	
1	0	2	0	2	2	1	2	2	2	1	1.0	
2	2	1	1	0	0	2	0	2	1	1	1.0	
2	1	2	1	2	0	0	1	2	2	0	0.0	
1	0	1	2	2	0	2	0	1	1	1	1.0	
1	0	0	2	2	1	0	2	2	0	0	0.0	
0	0	1	0	1	0	2	1	2	0	0	0.0	
2	2	0	0	0	0	0	1	1	2	0	0.0	
0	0	0	2	0	0	0	0	1	2	0	0.0	
0	0	0	2	0	1	1	0	0	1	0	0.0	
1	0	2	0	0	0	1	2	0	0	1	1.0	
2	1	2	0	0	1	1	2	1	1	1	1.0	
0	1	2	0	0	1	2	0	1	1	1	1.0	
2	1	0	1	0	2	2	0	2	1	0	0.0	
1	0	0	2	1	1	1	0	0	0	0	0.0	
2	0	1	1	2	0	1	2	1	2	0	0.0	
2	0	0	0	0	2	1	2	2	1	1	1.0	
0	0	0	1	0	1	0	0	1	1	1	1.0	
0	0	1	0	2	2	2	2	1	2	1	1.0	
1	2	2	0	2	2	0	0	1	1	1	1.0	
2	1	0	0	0	2	1	2	1	1	1	1.0	
1	1	0	1	1	1	2	1	2	2	1	1.0	
1	1	0	1	1	0	0	2	1	1	1	1.0	
0	2	2	2	2	2	0	0	1	2	1	1.0	
1	0	0	0	0	1	0	1	2	2	1	1.0	
0	1	1	2	2	1	0	1	1	1	1	1.0	
1	2	1	2	1	0	1	0	2	1	0	0.0	
1	1	2	0	0	2	0	1	2	2	1	1.0	
0	0	0	1	2	2	2	1	0	0	1	1.0	
1	1	0	2	1	1	2	0	0	1	1	1.0	
2	2	1	0	1	0	0	1	0	1	1	1.0	
1	2	1	2	2	2	2	2	0	2	0	0.0	
2	2	2	2	1	1	1	1	2	1	1	1.0	
0	1	2	1	1	1	2	2	2	1	1	1.0	
1	1	0	1	0	2	1	0	0	1	1	1.0	
1	1	2	0	1	1	0	2	1	0	1	1.0	
1	1	2	1	2	0	0	2	2	0	1	1.0	
1	0	1	1	1	2	2	1	0	0	0	0.0	
0	1	0	2	0	0	2	0	0	0	0	0.0	
0	1	1	0	0	2	2	1	1	0	0	0.0	
0	0	1	2	0	0	2	2	0	2	1	1.0	
1	0	2	0	0	2	1	1	0	1	1	1.0	
0	1	1	0	1	2	1	1	0	2	0	0.0	
1	1	1	2	0	1	0	1	1	2	1	1.0	
0	1	0	1	0	0	2	2	0	2	1	1.0	
1	0	1	0	2	2	2	1	1	2	1	1.0	
2	2	0	0	1	0	1	2	1	1	1	1.0	
0	2	0	0	1	1	0	2	2	0	1	1.0	
1	1	2	0	0	2	1	1	1	1	1	1.0	
2	0	0	1	2	2	0	1	0	2	1	1.0	
0	1	0	1	0	0	1	0	2	1	0	0.0	
1	0	0	2	2	2	2	0	2	0	1	1.0	
2	0	0	0	0	1	2	0	2	2	1	1.0	
0	1	2	0	2	0	1	1	2	0	1	1.0	
2	0	1	0	2	2	2	0	1	2	1	1.0	
0	0	2	2	1	0	0	2	2	1	1	1.0	
2	1	0	2	2	0	1	2	1	0	0	0.0	
2	0	0	0	1	1	0	1	2	0	1	1.0	
0	1	1	2	0	2	2	2	1	1	0	0.0	
